0.001	0.016654510676237102	0.0166639565427337	9.445866496595502e-6	-2.1114383065032602e-9	-0.5924007675956647	-0.0010568080651549964
0.001	0.016802338098037228	0.01681184188053313	9.503782495900956e-6	-2.134528710766643e-9	-0.5988791824125177	-0.0010683651754802529
0.001	0.017246152615801636	0.01725583072994616	9.678114144521916e-6	-2.1730311539847112e-9	-0.6096817130128389	-0.0010876362535864432
0.001	0.017987089830262235	0.017997060499256805	9.970668994568548e-6	-2.2269718672602435e-9	-0.6248157189890793	-0.0011146344285528726
0.001	0.01902697898724986	0.019037363407165178	1.0384419915317793e-5	-2.2963847313076787e-9	-0.6442907061653862	-0.0011493766582097368
0.001	0.02036824978426601	0.020379173230648532	1.0923446382521972e-5	-2.381308440727873e-9	-0.6681175309855303	-0.0011918823098130615
0.001	0.022013805542219995	0.02202539839597657	1.1592853756575124e-5	-2.4817828686754475e-9	-0.6963073805570528	-0.0012421713405035562
0.001	0.02396686626014605	0.02397926493213508	1.2398671989029247e-5	-2.597844640650168e-9	-0.7288705308014016	-0.0013002620819196273
0.001	0.026230785903992793	0.026244133639554957	1.3347735562161893e-5	-2.729521928936909e-9	-0.7658148859434493	-0.0013661686347327304
0.001	0.028808848992080357	0.028823296538878395	1.4447546798036446e-5	-2.8768284825009013e-9	-0.807144303494701	-0.0014398978805161063
0.001	0.03170405211003516	0.031719758235000665	1.5706124965507372e-5	-3.039756910985955e-9	-0.852856709962094	-0.001521446120280301
0.001	0.03491887640174908	0.03493600824560943	1.7131843860356588e-5	-3.2182712459208182e-9	-0.9029420137649682	-0.0016107953512400131
0.001	0.03845505732934635	0.03847379059007681	1.873326073045973e-5	-3.4122988073610616e-9	-0.9573798232798817	-0.0017079091959404955
0.001	0.04231335806865717	0.04233387700821793	2.0518939560758746e-5	-3.6217214100143872e-9	-1.0161369795660014	-0.0018127285007850259
0.001	0.04649335280647944	0.04651585007829849	2.24972718190508e-5	-3.846365949436068e-9	-1.0791649151583844	-0.00192516662427774
0.001	0.05099322593636603	0.05101790223415752	2.467629779148788e-5	-4.085994416142222e-9	-1.146396852353647	-0.0020451044389303416
0.001	0.055809592720024434	0.05583665625163009	2.7063531605656917e-5	-4.340293393458656e-9	-1.2177448566486586	-0.0021723850747703433
0.001	0.060937346405359354	0.060967012198309176	2.9665792949822765e-5	-4.608863103570612e-9	-1.293096763419145	-0.002306808436716778
0.001	0.06636953608770384	0.06640202513605505	3.24890483512053e-5	-4.891206075513574e-9	-1.3723129985272644	-0.002448125532731438
0.001	0.07209727878919361	0.0721328170538707	3.5538264677084446e-5	-5.186715518676571e-9	-1.4552233163055959	-0.002596032654574515
0.001	0.07810970833672062	0.07814852561399489	3.8817277274271364e-5	-5.4946634956860885e-9	-1.5416234812538632	-0.002750165458147066
0.001	0.0843939626677983	0.08443629134266864	4.232867487033951e-5	-5.814188999188824e-9	-1.6312719227728052	-0.0029100929957333412
0.001	0.09093521021337453	0.09098128391640477	4.607370303023208e-5	-6.144286047921959e-9	-1.7238863953095007	-0.003075311757896829
0.001	0.09771671502500955	0.09776676721261111	5.005218760156228e-5	-6.483791928397299e-9	-1.819140679357192	-0.0032452397882583163
0.001	0.10471993935456088	0.10477420183375945	5.426247919856329e-5	-6.831375719355999e-9	-1.9166613617913106	-0.003419210939805066
0.001	0.11192468150624324	0.1119833829256213	5.870141937805238e-5	-7.185527246682724e-9	-2.0160247369784248	-0.0035964693466517574
0.001	0.11930924592979752	0.11937261025855476	6.336432875724178e-5	-7.544546626491477e-9	-2.116753872906932	-0.0037761641901905073
0.001	0.12685064180800612	0.1269188868249277	6.824501692156595e-5	-7.906534563384077e-9	-2.2183158891946286	-0.0039573448432167705
0.001	0.13452480577433812	0.13459814158792116	7.333581358303067e-5	-8.269383579200639e-9	-2.3201194961619764	-0.004138956479781012
0.001	0.14230684390768417	0.14238547152776396	7.862762007978273e-5	-8.63077035467829e-9	-2.421512846151175	-0.004319836242068567
0.001	0.15017128780312516	0.15025539778309063	8.410997996546089e-5	-8.988149372057593e-9	-2.521781749848719	-0.004498710058424149
0.001	0.15809235931272347	0.15818213047985236	8.97711671288918e-5	-9.33874805056602e-9	-2.6201483114606363	-0.00467419020858492
0.001	0.1660442384905003	0.16613983678011704	9.55982896167467e-5	-9.679563568609324e-9	-2.71577003712296	-0.004844773733137255
0.001	0.174001329357146	0.17410290676425472	0.00010157740710873463	-1.000736156616414e-8	-2.807739470835369	-0.005008841784043889
0.001	0.18193851831550645	0.18204621197532683	0.0001076936598203977	-1.031867691804946e-8	-2.8950844114159904	-0.005164660011678408
0.001	0.18983142038630937	0.18994535179279431	0.00011393140648495194	-1.0609816763238788e-8	-2.976768762427636	-0.005310380081043637
0.001	0.19765660888094747	0.19777688324994136	0.00012027436899390654	-1.087686596695851e-8	-3.0516940646645576	-0.005444042405637722
0.001	0.20539182466717185	0.20551853044842794	0.0001267057812560991	-1.1115695180826943e-8	-3.1187017575647746	-0.005563580181680431
0.001	0.21301616179587515	0.2131493703357399	0.00013320853986474636	-1.1321971651586965e-8	-3.176576211788131	-0.005666824798053772
0.001	0.22051022692224365	0.22064999227648296	0.00013976535423933012	-1.1491172910969428e-8	-3.224048570145747	-0.005751512688293817
0.001	0.2278562706519896	0.2280026295460194	0.00014635889402980922	-1.161860345784167e-8	-3.2598014280671674	-0.0058152936802683
0.001	0.23503828965240353	0.23519126158413345	0.000152971931729924	-1.169941451903975e-8	-3.28247437784577	-0.00585574088678379
